source_x,source_y,dest_x,dest_y,straight_distance,shortest_path_length,source_degree,dest_degree,global_avg_congestion,global_max_congestion,global_congestion_std,total_vehicles,path_avg_congestion,path_max_congestion,path_congestion_variance,hour,day_of_week,is_rush_hour,is_weekend,is_holiday,scenario_normal,scenario_morning,scenario_evening,scenario_weekend,scenario_special,time_early_morning,time_morning_rush,time_midday,time_evening_rush,time_night,weather_clear,weather_rain,weather_fog,weather_snow,astar_time,optimal_path_time,congestion_aware_time,best_algorithm,best_time,sample_id
-0.090008,51.519813,-0.0923326,51.5139395,0.006316784578406833,96,4,2,2.5123354861711227,5.0,0.9599929823149344,0,2.502344132178518,4.715193251940136,0.9475808149871193,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,203.08704797055077,181.20356057982605,203.08704797055077,optimal_path_time,181.20356057982605,Normal_0_2_2
-0.1054466,51.5184715,-0.0968739,51.5168482,0.00872503800450149,147,2,2,2.5123354861711227,5.0,0.9599929823149344,0,2.4930010927960033,4.73699439910524,0.9064101764937489,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,261.1542282742924,257.9700391612809,261.1542282742924,optimal_path_time,257.9700391612809,Normal_0_2_3
-0.1054466,51.5184715,-0.090008,51.519813,0.015496773606464223,163,2,4,2.513079095325866,5.0,0.9604304328781778,0,2.545843587464965,4.819980208734218,0.9555055676387507,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,381.0999647386197,561.199718709376,381.0999647386197,astar_time,381.0999647386197,Normal_0_3_0
-0.0758517,51.5116527,-0.1045317,51.5114654,0.028680611591979707,203,4,3,2.513079095325866,5.0,0.9604304328781778,0,2.506105143618832,4.729268731446498,0.9802490296090915,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,479.81310704981166,524.0698321512286,479.81310704981166,astar_time,479.81310704981166,Normal_0_3_1
-0.090008,51.519813,-0.0923326,51.5139395,0.006316784578406833,96,4,2,2.513079095325866,5.0,0.9604304328781778,0,2.308562565899601,4.5151887326741,0.957966164243917,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,203.00782005470717,181.20356057982605,203.00782005470717,optimal_path_time,181.20356057982605,Normal_0_3_2
-0.1054466,51.5184715,-0.0968739,51.5168482,0.00872503800450149,147,2,2,2.513079095325866,5.0,0.9604304328781778,0,2.488767883963013,4.819980208734218,0.9797554425017698,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,270.77444017326474,257.9700391612809,270.77444017326474,optimal_path_time,257.9700391612809,Normal_0_3_3
-0.1054466,51.5184715,-0.090008,51.519813,0.015496773606464223,163,2,4,2.5168851147790017,5.0,0.9729329630929066,0,2.4394710924900966,4.831906601468609,0.9406575236485439,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,363.56714202026336,561.199718709376,363.56714202026336,astar_time,363.56714202026336,Normal_0_4_0
-0.0758517,51.5116527,-0.1045317,51.5114654,0.028680611591979707,203,4,3,2.5168851147790017,5.0,0.9729329630929066,0,2.571930245814886,4.55993504961923,0.9580909919638197,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,515.7793055618769,524.0698321512286,515.7793055618769,astar_time,515.7793055618769,Normal_0_4_1
-0.090008,51.519813,-0.0923326,51.5139395,0.006316784578406833,96,4,2,2.5168851147790017,5.0,0.9729329630929066,0,2.6370421224600924,4.938378828331502,1.0771352830959144,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,220.8370834930308,181.20356057982605,220.8370834930308,optimal_path_time,181.20356057982605,Normal_0_4_2
-0.1054466,51.5184715,-0.0968739,51.5168482,0.00872503800450149,147,2,2,2.5168851147790017,5.0,0.9729329630929066,0,2.44946822241314,4.831906601468609,0.90168356250729,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,250.52998550431298,257.9700391612809,250.52998550431298,astar_time,250.52998550431298,Normal_0_4_3
-0.1054466,51.5184715,-0.090008,51.519813,0.015496773606464223,163,2,4,2.746933764199838,9.945938946589674,1.1204954410890915,25,3.0591131062059684,5.478257605205592,1.178321431227154,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,447.212369305297,561.199718709376,447.212369305297,astar_time,447.212369305297,Normal_25_0_0
-0.0758517,51.5116527,-0.1045317,51.5114654,0.028680611591979707,203,4,3,2.746933764199838,9.945938946589674,1.1204954410890915,25,2.9512762485938375,7.6922446377543965,1.7824995278902507,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,668.166964612505,524.0698321512286,668.166964612505,optimal_path_time,524.0698321512286,Normal_25_0_1
-0.090008,51.519813,-0.0923326,51.5139395,0.006316784578406833,96,4,2,2.746933764199838,9.945938946589674,1.1204954410890915,25,3.3749817698936058,7.028539465250891,1.7668254468167586,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,294.5456023358739,181.20356057982605,294.5456023358739,optimal_path_time,181.20356057982605,Normal_25_0_2
-0.1054466,51.5184715,-0.0968739,51.5168482,0.00872503800450149,147,2,2,2.746933764199838,9.945938946589674,1.1204954410890915,25,3.221262310707887,5.478257605205592,1.2455629439750655,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,326.02375212173536,257.9700391612809,326.02375212173536,optimal_path_time,257.9700391612809,Normal_25_0_3
-0.1054466,51.5184715,-0.090008,51.519813,0.015496773606464223,163,2,4,2.805757909543487,10.0,1.2697203067823024,25,5.845339085419393,10.0,7.855114280904316,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,531.022765701147,561.199718709376,531.022765701147,astar_time,531.022765701147,Normal_25_1_0
-0.0758517,51.5116527,-0.1045317,51.5114654,0.028680611591979707,203,4,3,2.805757909543487,10.0,1.2697203067823024,25,3.110853691430761,6.04778821402352,1.5658938437179142,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,574.7618284322753,524.0698321512286,574.7618284322753,optimal_path_time,524.0698321512286,Normal_25_1_1
-0.090008,51.519813,-0.0923326,51.5139395,0.006316784578406833,96,4,2,2.805757909543487,10.0,1.2697203067823024,25,3.116019288569246,7.901787030297001,2.023841785970445,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,266.4674470028385,181.20356057982605,266.4674470028385,optimal_path_time,181.20356057982605,Normal_25_1_2
-0.1054466,51.5184715,-0.0968739,51.5168482,0.00872503800450149,147,2,2,2.805757909543487,10.0,1.2697203067823024,25,6.545043501508536,10.0,6.574805686544782,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,474.28972728223454,257.9700391612809,474.28972728223454,optimal_path_time,257.9700391612809,Normal_25_1_3
-0.1054466,51.5184715,-0.090008,51.519813,0.015496773606464223,163,2,4,2.759906901484332,8.9862298832857,1.1364093814858758,25,3.929511821403583,8.946148752899312,2.899642350334856,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,567.4206744922883,561.199718709376,567.4206744922883,optimal_path_time,561.199718709376,Normal_25_2_0
-0.0758517,51.5116527,-0.1045317,51.5114654,0.028680611591979707,203,4,3,2.759906901484332,8.9862298832857,1.1364093814858758,25,2.703990524274013,5.286598423333747,0.9275247981526793,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,561.9592320709332,524.0698321512286,561.9592320709332,optimal_path_time,524.0698321512286,Normal_25_2_1
-0.090008,51.519813,-0.0923326,51.5139395,0.006316784578406833,96,4,2,2.759906901484332,8.9862298832857,1.1364093814858758,25,3.9144977737240163,8.9862298832857,3.5854363407150935,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,402.1008330139914,181.20356057982605,402.1008330139914,optimal_path_time,181.20356057982605,Normal_25_2_2
-0.1054466,51.5184715,-0.0968739,51.5168482,0.00872503800450149,147,2,2,2.759906901484332,8.9862298832857,1.1364093814858758,25,4.505895621534562,8.946148752899312,2.949797410276199,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,437.9053669269779,257.9700391612809,437.9053669269779,optimal_path_time,257.9700391612809,Normal_25_2_3
-0.1054466,51.5184715,-0.090008,51.519813,0.015496773606464223,163,2,4,2.7661866360024057,7.859933937395613,1.095040962414814,25,3.746028794757222,7.859933937395613,2.5941425465851635,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,541.5938805990568,561.199718709376,541.5938805990568,astar_time,541.5938805990568,Normal_25_3_0
-0.0758517,51.5116527,-0.1045317,51.5114654,0.028680611591979707,203,4,3,2.7661866360024057,7.859933937395613,1.095040962414814,25,2.6346706744848816,5.0908427956415245,0.8158194649856537,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,610.0593597256872,524.0698321512286,610.0593597256872,optimal_path_time,524.0698321512286,Normal_25_3_1
-0.090008,51.519813,-0.0923326,51.5139395,0.006316784578406833,96,4,2,2.7661866360024057,7.859933937395613,1.095040962414814,25,3.3153722451498724,6.2479755824029555,1.3656072245534288,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,276.7707151321884,181.20356057982605,276.7707151321884,optimal_path_time,181.20356057982605,Normal_25_3_2
-0.1054466,51.5184715,-0.0968739,51.5168482,0.00872503800450149,147,2,2,2.7661866360024057,7.859933937395613,1.095040962414814,25,4.256140236038023,7.859933937395613,2.659817609888981,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,475.6273035145839,257.9700391612809,475.6273035145839,optimal_path_time,257.9700391612809,Normal_25_3_3
-0.1054466,51.5184715,-0.090008,51.519813,0.015496773606464223,163,2,4,2.729699542441008,8.528873631326217,1.0652499899818586,25,3.157396715922681,6.949395282364413,1.590812409540279,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,509.96113330788035,561.199718709376,509.96113330788035,astar_time,509.96113330788035,Normal_25_4_0
-0.0758517,51.5116527,-0.1045317,51.5114654,0.028680611591979707,203,4,3,2.729699542441008,8.528873631326217,1.0652499899818586,25,2.9301832062207276,5.684371851481749,1.239883771212822,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,624.0458292967031,524.0698321512286,624.0458292967031,optimal_path_time,524.0698321512286,Normal_25_4_1
-0.090008,51.519813,-0.0923326,51.5139395,0.006316784578406833,96,4,2,2.729699542441008,8.528873631326217,1.0652499899818586,25,3.280052436836628,7.028539465250891,1.675797243695377,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,286.2246021205242,181.20356057982605,286.2246021205242,optimal_path_time,181.20356057982605,Normal_25_4_2
-0.1054466,51.5184715,-0.0968739,51.5168482,0.00872503800450149,147,2,2,2.729699542441008,8.528873631326217,1.0652499899818586,25,3.342775525323506,6.949395282364413,1.7009053914704113,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,366.2230688214035,257.9700391612809,366.2230688214035,optimal_path_time,257.9700391612809,Normal_25_4_3
-0.1054466,51.5184715,-0.090008,51.519813,0.015496773606464223,163,2,4,2.990155117170502,10.0,1.5026834161832714,50,5.336435331778955,10.0,7.362758624846042,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,732.7599219079596,561.199718709376,732.7599219079596,optimal_path_time,561.199718709376,Normal_50_0_0
-0.0758517,51.5116527,-0.1045317,51.5114654,0.028680611591979707,203,4,3,2.990155117170502,10.0,1.5026834161832714,50,2.9713614307035714,6.8449914341037115,1.4088974083953987,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,627.8104177287264,524.0698321512286,627.8104177287264,optimal_path_time,524.0698321512286,Normal_50_0_1
-0.090008,51.519813,-0.0923326,51.5139395,0.006316784578406833,96,4,2,2.990155117170502,10.0,1.5026834161832714,50,3.5424558546317493,6.973500588543085,1.6526184525864476,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,315.78400016118746,181.20356057982605,315.78400016118746,optimal_path_time,181.20356057982605,Normal_50_0_2
-0.1054466,51.5184715,-0.0968739,51.5168482,0.00872503800450149,147,2,2,2.990155117170502,10.0,1.5026834161832714,50,6.161961344791902,10.0,5.602403835224895,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,581.3117295300032,257.9700391612809,581.3117295300032,optimal_path_time,257.9700391612809,Normal_50_0_3
-0.1054466,51.5184715,-0.090008,51.519813,0.015496773606464223,163,2,4,3.003530986578138,10.0,1.45987003666171,50,4.463120151839644,10.0,4.753745374000948,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,597.8272434394058,561.199718709376,597.8272434394058,optimal_path_time,561.199718709376,Normal_50_1_0
-0.0758517,51.5116527,-0.1045317,51.5114654,0.028680611591979707,203,4,3,3.003530986578138,10.0,1.45987003666171,50,3.0999884096042027,6.8449914341037115,1.6082518141655622,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,651.1227844560814,524.0698321512286,651.1227844560814,optimal_path_time,524.0698321512286,Normal_50_1_1
-0.090008,51.519813,-0.0923326,51.5139395,0.006316784578406833,96,4,2,3.003530986578138,10.0,1.45987003666171,50,4.102333513779724,10.0,4.576836004395622,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,403.6665326614727,181.20356057982605,403.6665326614727,optimal_path_time,181.20356057982605,Normal_50_1_2
-0.1054466,51.5184715,-0.0968739,51.5168482,0.00872503800450149,147,2,2,3.003530986578138,10.0,1.45987003666171,50,5.2920215032175,10.0,4.447329406995783,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,604.2541698206356,257.9700391612809,604.2541698206356,optimal_path_time,257.9700391612809,Normal_50_1_3
-0.1054466,51.5184715,-0.090008,51.519813,0.015496773606464223,163,2,4,3.0201535961785377,10.0,1.4671235848010618,50,4.869026200760563,10.0,4.351216990623889,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,634.9250086893087,561.199718709376,634.9250086893087,optimal_path_time,561.199718709376,Normal_50_2_0
-0.0758517,51.5116527,-0.1045317,51.5114654,0.028680611591979707,203,4,3,3.0201535961785377,10.0,1.4671235848010618,50,3.2754642976414674,6.427594344148048,1.8800648453636641,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,686.5506476368847,524.0698321512286,686.5506476368847,optimal_path_time,524.0698321512286,Normal_50_2_1
-0.090008,51.519813,-0.0923326,51.5139395,0.006316784578406833,96,4,2,3.0201535961785377,10.0,1.4671235848010618,50,3.1884667870907455,10.0,1.9328742139343575,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,272.06148600205915,181.20356057982605,272.06148600205915,optimal_path_time,181.20356057982605,Normal_50_2_2
-0.1054466,51.5184715,-0.0968739,51.5168482,0.00872503800450149,147,2,2,3.0201535961785377,10.0,1.4671235848010618,50,5.208038520317055,10.0,4.010763455868823,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,485.34612345982976,257.9700391612809,485.34612345982976,optimal_path_time,257.9700391612809,Normal_50_2_3
-0.1054466,51.5184715,-0.090008,51.519813,0.015496773606464223,163,2,4,3.0490044175904725,10.0,1.4965585233533738,50,4.6107404552289895,10.0,4.8282440358296785,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,666.0292009153742,561.199718709376,666.0292009153742,optimal_path_time,561.199718709376,Normal_50_3_0
-0.0758517,51.5116527,-0.1045317,51.5114654,0.028680611591979707,203,4,3,3.0490044175904725,10.0,1.4965585233533738,50,3.1703700101423378,6.427594344148048,1.651472756688327,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,599.1439003019419,524.0698321512286,599.1439003019419,optimal_path_time,524.0698321512286,Normal_50_3_1
-0.090008,51.519813,-0.0923326,51.5139395,0.006316784578406833,96,4,2,3.0490044175904725,10.0,1.4965585233533738,50,3.4864415401738094,9.856171799656034,2.635016390202487,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,310.06994231206323,181.20356057982605,310.06994231206323,optimal_path_time,181.20356057982605,Normal_50_3_2
-0.1054466,51.5184715,-0.0968739,51.5168482,0.00872503800450149,147,2,2,3.0490044175904725,10.0,1.4965585233533738,50,5.026081780510594,10.0,4.488367015287248,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,498.0306441647313,257.9700391612809,498.0306441647313,optimal_path_time,257.9700391612809,Normal_50_3_3
-0.1054466,51.5184715,-0.090008,51.519813,0.015496773606464223,163,2,4,2.9762097193599195,10.0,1.3752945579602471,50,3.5749796764653694,7.985585473533524,2.2443779323418975,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,612.6270569555261,561.199718709376,612.6270569555261,optimal_path_time,561.199718709376,Normal_50_4_0
-0.0758517,51.5116527,-0.1045317,51.5114654,0.028680611591979707,203,4,3,2.9762097193599195,10.0,1.3752945579602471,50,2.949573072016045,7.216433333840281,1.7003230599427983,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,585.1324444717891,524.0698321512286,585.1324444717891,optimal_path_time,524.0698321512286,Normal_50_4_1
-0.090008,51.519813,-0.0923326,51.5139395,0.006316784578406833,96,4,2,2.9762097193599195,10.0,1.3752945579602471,50,3.583778501610985,6.973500588543085,1.710923989502976,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,318.7492175931973,181.20356057982605,318.7492175931973,optimal_path_time,181.20356057982605,Normal_50_4_2
-0.1054466,51.5184715,-0.0968739,51.5168482,0.00872503800450149,147,2,2,2.9762097193599195,10.0,1.3752945579602471,50,4.223144814962562,10.0,3.8261193903378565,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,489.85793803757036,257.9700391612809,489.85793803757036,optimal_path_time,257.9700391612809,Normal_50_4_3
-0.1054466,51.5184715,-0.090008,51.519813,0.015496773606464223,163,2,4,3.5296415355191875,10.0,2.2115725945548768,100,5.833814741352309,10.0,8.468392823305882,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,912.1063353950291,561.199718709376,912.1063353950291,optimal_path_time,561.199718709376,Normal_100_0_0
-0.0758517,51.5116527,-0.1045317,51.5114654,0.028680611591979707,203,4,3,3.5296415355191875,10.0,2.2115725945548768,100,3.187449043433453,8.07093423821793,2.2540010074905537,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,762.1241655899721,524.0698321512286,762.1241655899721,optimal_path_time,524.0698321512286,Normal_100_0_1
-0.090008,51.519813,-0.0923326,51.5139395,0.006316784578406833,96,4,2,3.5296415355191875,10.0,2.2115725945548768,100,6.86083288649703,10.0,7.478766041668271,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,822.2701693705902,181.20356057982605,822.2701693705902,optimal_path_time,181.20356057982605,Normal_100_0_2
-0.1054466,51.5184715,-0.0968739,51.5168482,0.00872503800450149,147,2,2,3.5296415355191875,10.0,2.2115725945548768,100,7.012020203158843,10.0,6.564007354708085,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,809.8733935240899,257.9700391612809,809.8733935240899,optimal_path_time,257.9700391612809,Normal_100_0_3
-0.1054466,51.5184715,-0.090008,51.519813,0.015496773606464223,163,2,4,3.5131563119094493,10.0,2.173952259521596,100,6.269385726833275,10.0,9.681132286165756,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,850.8739947439508,561.199718709376,850.8739947439508,optimal_path_time,561.199718709376,Normal_100_1_0
-0.0758517,51.5116527,-0.1045317,51.5114654,0.028680611591979707,203,4,3,3.5131563119094493,10.0,2.173952259521596,100,3.7535240048013674,10.0,5.380623649458268,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,846.1526359979858,524.0698321512286,846.1526359979858,optimal_path_time,524.0698321512286,Normal_100_1_1
-0.090008,51.519813,-0.0923326,51.5139395,0.006316784578406833,96,4,2,3.5131563119094493,10.0,2.173952259521596,100,6.45216086891132,10.0,7.699119097107435,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,692.6130595699065,181.20356057982605,692.6130595699065,optimal_path_time,181.20356057982605,Normal_100_1_2
-0.1054466,51.5184715,-0.0968739,51.5168482,0.00872503800450149,147,2,2,3.5131563119094493,10.0,2.173952259521596,100,7.658804952802715,10.0,6.27700810043954,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,687.3243145818896,257.9700391612809,687.3243145818896,optimal_path_time,257.9700391612809,Normal_100_1_3
-0.1054466,51.5184715,-0.090008,51.519813,0.015496773606464223,163,2,4,3.6034232669662694,10.0,2.311241708551026,100,6.808863288371531,10.0,10.969765538239674,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1183.312428283822,561.199718709376,1183.312428283822,optimal_path_time,561.199718709376,Normal_100_2_0
-0.0758517,51.5116527,-0.1045317,51.5114654,0.028680611591979707,203,4,3,3.6034232669662694,10.0,2.311241708551026,100,3.259840611695133,7.6922446377543965,2.06864349307597,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,750.4912421074902,524.0698321512286,750.4912421074902,optimal_path_time,524.0698321512286,Normal_100_2_1
-0.090008,51.519813,-0.0923326,51.5139395,0.006316784578406833,96,4,2,3.6034232669662694,10.0,2.311241708551026,100,5.379136820893411,10.0,5.8068240077855355,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,588.6522877080798,181.20356057982605,588.6522877080798,optimal_path_time,181.20356057982605,Normal_100_2_2
-0.1054466,51.5184715,-0.0968739,51.5168482,0.00872503800450149,147,2,2,3.6034232669662694,10.0,2.311241708551026,100,8.255597323856003,10.0,5.509360656269961,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1012.3581863767473,257.9700391612809,1012.3581863767473,optimal_path_time,257.9700391612809,Normal_100_2_3
-0.1054466,51.5184715,-0.090008,51.519813,0.015496773606464223,163,2,4,3.5634049382835866,10.0,2.2596231371720172,100,6.64083769576291,10.0,10.547801422599989,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,927.4465532162654,561.199718709376,927.4465532162654,optimal_path_time,561.199718709376,Normal_100_3_0
-0.0758517,51.5116527,-0.1045317,51.5114654,0.028680611591979707,203,4,3,3.5634049382835866,10.0,2.2596231371720172,100,3.5604619652348877,10.0,4.0457782362091335,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,824.8455725531618,524.0698321512286,824.8455725531618,optimal_path_time,524.0698321512286,Normal_100_3_1
-0.090008,51.519813,-0.0923326,51.5139395,0.006316784578406833,96,4,2,3.5634049382835866,10.0,2.2596231371720172,100,4.54699057610281,10.0,4.733471591257791,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,475.95271264642037,181.20356057982605,475.95271264642037,optimal_path_time,181.20356057982605,Normal_100_3_2
-0.1054466,51.5184715,-0.0968739,51.5168482,0.00872503800450149,147,2,2,3.5634049382835866,10.0,2.2596231371720172,100,8.06029167719247,10.0,6.190509762480896,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,891.3607192838684,257.9700391612809,891.3607192838684,optimal_path_time,257.9700391612809,Normal_100_3_3
-0.1054466,51.5184715,-0.090008,51.519813,0.015496773606464223,163,2,4,3.588212355396411,10.0,2.2596498603070097,100,6.973754818224852,10.0,9.26871465362668,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,958.4248838081724,561.199718709376,958.4248838081724,optimal_path_time,561.199718709376,Normal_100_4_0
